"lr_t","edge","lr_rank","svr_t","svr_rank"
-1.815976612335916,"Put_L_to_IFG_opercularis_L",350,-33.66759542864073,372
-1.8060750468635656,"PSIG_L_to_Put_L",351,-60.728962571439034,173
-1.8059378664000423,"PSTG_L_to_Hippo_L",352,-16.390229537205304,483
-1.8023462407819004,"PSTG_L_to_LFOG_L",353,-43.10076788703079,308
-1.7962864364458766,"IOG_L_to_PrCG_L",354,-36.17523417570221,357
-1.7937890650571233,"MTG_L_to_IFG_triangularis_L",355,56.900143591109256,947
-1.7935344344171338,"PIns_L_to_rostral_ACC_L",356,-58.880711720697754,183
-1.7897819173628935,"ITG_L_to_IFG_opercularis_L",357,-7.6193813509455435,540
-1.7897252621351392,"MTG_L_to_RG_L",358,-22.40388966307022,442
-1.7788542336966273,"LG_L_to_PoCG_L",359,-50.86521105454793,240
-1.7679318183358481,"STG_L_pole_to_MFG_L",360,-42.27165685242044,317
-1.7627260735809167,"Hippo_L_to_IFG_opercularis_L",361,-26.64790503119427,417
-1.762452698836982,"Thal_L_to_IFG_triangularis_L",362,4.383545008515121,611
-1.7541011256537833,"Amyg_L_to_PCC_L",363,-6.629863716674206,545
-1.748568090816637,"Cu_L_to_MFG_DPFC_L",364,-27.72102221118992,407
-1.743012992389627,"PSMG_L_to_MOG_L",365,42.656588509548264,859
-1.739102138154442,"STG_L_to_LFOG_L",366,-14.778170923827917,491
-1.7297507201263205,"PSTG_L_to_SPG_L",367,-55.0781911748413,209
-1.7281023564910722,"Put_L_to_Ins_L",368,-21.762831118080342,445
-1.722502132046531,"AG_L_to_SFG_L",369,-34.32234386748654,367
-1.7197910570818433,"rostral_ACC_L_to_AG_L",370,-73.514176807251,101
-1.7190476987782481,"PIns_L_to_MFOG_L",371,-48.85842831169456,261
-1.7179429088234472,"Amyg_L_to_IOG_L",372,11.430395842752068,660
-1.7129440770023336,"PIns_L_to_STG_L",373,-25.995376049338947,428
-1.71288301453866,"Thal_L_to_Ins_L",374,-47.05532152933548,273
-1.7077040482153092,"Thal_L_to_Caud_L",375,-46.13798857437671,280
-1.70483341451045,"Cu_L_to_IFG_triangularis_L",376,16.117335444035195,684
-1.7010304700862908,"dorsal_ACC_L_to_MTG_L_pole",377,-6.738579161331421,543
-1.6995229168932766,"GP_L_to_rostral_ACC_L",378,-45.43735866914408,288
-1.6984811521053276,"PSMG_L_to_SFG_L",379,-46.43265974944136,276
-1.6971009493791969,"Hippo_L_to_MFG_DPFC_L",380,-64.30674551972307,154
-1.6929582479753222,"PSIG_L_to_SFG_L",381,-39.37474428141503,336
-1.6890441129662357,"PSIG_L_to_MOG_L",382,38.41170531176058,835
-1.688739287308603,"PCC_L_to_STG_L_pole",383,8.74451902493502,643
-1.68735189528459,"Hippo_L_to_STG_L_pole",384,3.39094939494964,607
-1.6848028046439723,"STG_L_to_AG_L",385,-69.16282127505887,118
-1.6743591900149524,"Hippo_L_to_SFG_PFC_L",386,-42.86314371160554,312
-1.6716524163161401,"Thal_L_to_PCC_L",387,-4.771912666875112,560
-1.661414938997113,"PSIG_L_to_IFG_triangularis_L",388,-27.355720544932964,410
-1.6474536354135245,"Put_L_to_PCC_L",389,29.5855083695451,778
-1.6446037007459302,"PSTG_L_to_MOG_L",390,-1.9094593821153856,577
-1.6361086368806617,"PSTG_L_to_MTG_L",391,-82.71305767272368,67
-1.6355099400328976,"PrCG_L_to_MFOG_L",392,-18.35007550061008,474
-1.6347078254952514,"PIns_L_to_STG_L_pole",393,10.400103613325802,656
-1.6316725978962354,"ITG_L_to_IFG_triangularis_L",394,-5.033284218623861,559
-1.6303529086437318,"GP_L_to_dorsal_ACC_L",395,-80.01170949483871,75
-1.6241487913469503,"SOG_L_to_RG_L",396,42.65609358072002,858
-1.6239260408192089,"AG_L_to_MFOG_L",397,-4.024793623931655,563
-1.6231739854543783,"IOG_L_to_IFG_opercularis_L",398,-68.4359955426957,122
-1.6226597262145184,"Thal_L_to_PrCu_L",399,-11.531144593944239,514
-1.6226193592384486,"IOG_L_to_SFG_L",400,-48.590787813046504,262
-1.6222486896701855,"Amyg_L_to_PrCu_L",401,15.446184591905686,680
-1.6207490823677642,"Hippo_L_to_SFG_pole_L",402,-77.20092181979447,79
-1.6204720122359937,"MFG_L_to_SFG_pole_L",403,-53.97929154030553,220
-1.620214435672843,"IOG_L_to_ITG_L",404,15.752156250096458,682
-1.6188183885189251,"Amyg_L_to_SMG_L",405,-62.29098069086103,163
-1.6174502850679962,"SOG_L_to_MFG_L",406,-9.277879101041844,530
-1.6162683410980787,"LG_L_to_SFG_PFC_L",407,-56.55994352197735,200
-1.615287787367077,"Amyg_L_to_subcallosal_ACC_L",408,-63.52319317609359,156
-1.609957452589939,"dorsal_ACC_L_to_MOG_L",409,-26.781028703431097,416
-1.6052627393606573,"Caud_L_to_PCC_L",410,-52.229376697978886,231
-1.604373335582641,"FuG_L_to_SFG_L",411,-24.701360984287867,432
-1.6032815248575936,"LG_L_to_IFG_triangularis_L",412,28.041163590081275,767
-1.6016799482983222,"Hippo_L_to_dorsal_ACC_L",413,-2.648410243717366,572
-1.599663286095594,"PSTG_L_to_Caud_L",414,-16.07479401001992,485
-1.5972354048364925,"dorsal_ACC_L_to_AG_L",415,-34.381926729171425,366
-1.5970010545962283,"rostral_ACC_L_to_STG_L",416,-11.906936404158023,509
-1.5948706620997872,"GP_L_to_SPG_L",417,28.0740942480335,768
-1.592185609930692,"PIns_L_to_MFG_L",418,-10.365616295423974,522
-1.5896388236880163,"PSIG_L_to_SFG_pole_L",419,-82.75021803150612,66
-1.5827969051963753,"Amyg_L_to_rostral_ACC_L",420,-68.00396307722879,128
-1.5776184398167878,"PIns_L_to_SOG_L",421,24.968171752382734,751
-1.5726316229191937,"Thal_L_to_SFG_pole_L",422,-66.47644412810925,136
-1.5717519738251058,"PrCu_L_to_MFOG_L",423,-11.615095823804714,513
-1.5691242469262814,"IOG_L_to_PoCG_L",424,-66.45501359396883,137
-1.5687410593031728,"RG_L_to_IFG_triangularis_L",425,-47.59194163803453,269
-1.5594843009034742,"STG_L_pole_to_PrCu_L",426,33.18172261883463,795
-1.5561633085924929,"Thal_L_to_MTG_L_pole",427,56.90573788013768,948
-1.5550534632866433,"PCC_L_to_PoCG_L",428,-22.079516420426003,443
-1.554982167528705,"PSIG_L_to_Thal_L",429,1.642739058470353,598
-1.552663055620121,"SOG_L_to_STG_L_pole",430,49.164916804683365,907
-1.5511399842338582,"SPG_L_to_MFG_L",431,0.1303606757982539,588
-1.5510408355862846,"PSTG_L_to_STG_L_pole",432,-54.94899355726728,210
-1.5477805890100502,"Put_L_to_MFOG_L",433,-26.50622124100285,420
-1.5464723542605068,"IOG_L_to_MTG_L_pole",434,15.92743422662097,683
-1.5445465056473373,"IOG_L_to_MOG_L",435,-33.707879897914154,370
-1.5441068766301569,"IFG_triangularis_L_to_SFG_L",436,-30.44449083974687,389
-1.5367555334091871,"MTG_L_pole_to_MFOG_L",437,-24.070944391828604,434
-1.5353091123103095,"Ins_L_to_PHG_L",438,-29.616144575310255,394
-1.5317685705666961,"PIns_L_to_Amyg_L",439,-8.004870045388271,537
-1.5270893959126917,"Amyg_L_to_MOG_L",440,28.628150565975837,771
-1.5257859241364986,"PCC_L_to_SPG_L",441,-17.33508215476317,478
-1.5197046897607136,"Caud_L_to_Hippo_L",442,18.09243946275322,699
-1.51825567384827,"SOG_L_to_MTG_L",443,29.025763447342115,776
-1.515059348069734,"Ins_L_to_STG_L",444,14.456524777858968,676
-1.5105689006190468,"Hippo_L_to_MFG_L",445,13.18860338423579,669
-1.508618416395495,"MTG_L_to_STG_L",446,28.54704039736917,770
-1.5046579363247659,"MTG_L_to_IFG_opercularis_L",447,38.56065291783605,836
-1.5036085106703534,"SOG_L_to_MTG_L_pole",448,51.01491286703621,920
-1.5033937428948572,"PrCu_L_to_IFG_triangularis_L",449,35.53660081439395,813
-1.5027535479762937,"FuG_L_to_AG_L",450,-27.18811738649931,412
-1.4993653750840483,"rostral_ACC_L_to_MTG_L_pole",451,-40.161925446966904,333
-1.4952370181747834,"IFG_orbitalis_L_to_SFG_L",452,-29.9174764682187,391
-1.4910005536253823,"FuG_L_to_IFG_triangularis_L",453,19.879010194075537,714
-1.4863684026490585,"subcallosal_ACC_L_to_STG_L_pole",454,-65.1450693173419,143
-1.4824512611200251,"SMG_L_to_RG_L",455,21.444507037356527,721
-1.4791372552549709,"PIns_L_to_SFG_pole_L",456,-49.035544760348536,258
-1.478828968686323,"MTG_L_pole_to_SFG_pole_L",457,-61.72421500434822,168
-1.4765724275033383,"PSMG_L_to_Ins_L",458,-14.403186236924759,493
-1.4732717490160299,"FuG_L_to_SFG_pole_L",459,-62.63801933727944,162
-1.4686642623669226,"STG_L_to_IFG_triangularis_L",460,57.76265340956483,953
-1.4626117240935195,"rostral_ACC_L_to_SFG_pole_L",461,-72.34484012007769,106
-1.459869192324855,"MFOG_L_to_MFG_L",462,-24.981649558957933,430
-1.4498166015233427,"Hippo_L_to_MTG_L_pole",463,47.717118823317996,893
-1.4482517016481293,"PSIG_L_to_PHG_L",464,-69.52679190255006,117
-1.4466067718073934,"subcallosal_ACC_L_to_MFOG_L",465,-46.48857594524021,275
-1.4456491812083054,"PSIG_L_to_Amyg_L",466,-10.119546642054043,526
-1.4439605363743901,"STG_L_pole_to_IFG_triangularis_L",467,44.17938650031804,870
-1.4413262070896609,"SMG_L_to_SFG_pole_L",468,-52.08864876884512,234
-1.437007626533727,"subcallosal_ACC_L_to_MTG_L",469,-60.336216228024114,175
-1.4369555289538845,"Ins_L_to_MTG_L_pole",470,-29.564245332467266,395
-1.4342874230203106,"PSTG_L_to_PCC_L",471,-53.44850118416875,225
-1.4332502751956826,"Hippo_L_to_MFOG_L",472,-44.99694088715959,294
-1.4303672578396318,"SOG_L_to_SFG_PFC_L",473,4.135734321237193,609
-1.4254820090192926,"LG_L_to_LFOG_L",474,-23.874885631443007,435
-1.4254042930677822,"PSMG_L_to_LFOG_L",475,-20.59823349337318,454
-1.4223477411105374,"Ins_L_to_IFG_opercularis_L",476,-64.22072892043849,155
-1.416584534536049,"subgenual_ACC_L_to_MTG_L",477,-34.533919082065644,364
-1.41212568792646,"dorsal_ACC_L_to_MFG_DPFC_L",478,-45.698813512528275,285
-1.4027408460716304,"Thal_L_to_SFG_PFC_L",479,-3.854998102304557,566
-1.399804641248024,"MTG_L_pole_to_MTG_L",480,39.74055510961927,841
-1.3952341490441862,"PCC_L_to_MTG_L_pole",481,-3.481134823948304,568
-1.3859786974200305,"PSIG_L_to_ITG_L",482,-8.252098583313686,536
-1.3834483979321226,"MTG_L_pole_to_IFG_triangularis_L",483,39.39578751779013,839
-1.3810355379215258,"MTG_L_to_SPG_L",484,-3.8574801580269384,565
-1.3766205786055294,"LG_L_to_MTG_L",485,20.64021391893376,717
-1.3748148625314247,"MTG_L_to_SFG_L",486,29.594416464069596,779
-1.3631989061724727,"LG_L_to_MFOG_L",487,-37.536754020216904,347
-1.3592392010287355,"Ins_L_to_dorsal_ACC_L",488,-42.578650318578084,314
-1.358405378889098,"MFG_DPFC_L_to_SFG_L",489,-10.374792466329342,521
-1.3536835746647118,"PrCu_L_to_SFG_pole_L",490,-46.58622275958699,274
-1.3534021143177166,"subcallosal_ACC_L_to_ITG_L",491,-42.94801860336259,310
-1.3481394926844512,"LG_L_to_STG_L",492,19.139282808956068,708
-1.3475088115054519,"SPG_L_to_SFG_PFC_L",493,-38.60657053337283,341
-1.342075133174376,"PIns_L_to_PCC_L",494,18.046600380232643,698
-1.3400526515357558,"MFG_L_to_SFG_PFC_L",495,18.20481657252219,700
-1.3397540680464455,"Caud_L_to_SFG_pole_L",496,-65.4943096907696,141
-1.3290285101986454,"PHG_L_to_IFG_orbitalis_L",497,-4.082810542140059,562
-1.3276763996309358,"PSTG_L_to_rostral_ACC_L",498,-36.78886137378296,352
-1.3271966433495634,"PSIG_L_to_MFOG_L",499,-26.488827241859724,421
-1.3186748990115722,"Hippo_L_to_IOG_L",500,-33.31805698424805,373
-1.3184480024543905,"IOG_L_to_SOG_L",501,-34.423935356617925,365
-1.3166961293242847,"Amyg_L_to_Ins_L",502,-54.189325306027975,215
-1.3157308202249294,"PCC_L_to_MTG_L",503,-0.4350724559624043,583
-1.3148795673350513,"Cu_L_to_SFG_PFC_L",504,-40.93046543272536,328
-1.3123182663317838,"PCC_L_to_SOG_L",505,-37.17378613157383,350
-1.3049270354552456,"PSMG_L_to_IOG_L",506,40.096479145230134,843
-1.3040022457243423,"IOG_L_to_STG_L_pole",507,32.98166832466482,794
-1.3034547045572946,"PIns_L_to_Ins_L",508,-0.11964314095762245,586
-1.3005188262686331,"Amyg_L_to_RG_L",509,-39.30435609808414,337
-1.2970007424038226,"FuG_L_to_SPG_L",510,-2.182603169984723,576
-1.2968334797074896,"PSMG_L_to_Thal_L",511,7.552098178444954,637
-1.295702714104302,"ITG_L_to_RG_L",512,-41.70748889778267,324
-1.294021929581325,"rostral_ACC_L_to_IOG_L",513,24.767318190060546,749
-1.2923175188812748,"PSTG_L_to_RG_L",514,-34.57184471121898,363
-1.2906451956814102,"rostral_ACC_L_to_MFG_L",515,4.593579571753104,612
-1.2722646669526354,"rostral_ACC_L_to_SOG_L",516,5.821373852215193,625
-1.2682948124817381,"Put_L_to_RG_L",517,-56.40748227929959,201
-1.2577456732154821,"MTG_L_pole_to_LFOG_L",518,-46.411144339534964,277
-1.2564984017372176,"dorsal_ACC_L_to_SPG_L",519,-26.426154655601202,424
-1.2536114608423778,"subcallosal_ACC_L_to_STG_L",520,-59.903621810656375,178
-1.2532396881016048,"SOG_L_to_SMG_L",521,-20.330855734772683,456
-1.2513165012848033,"ITG_L_to_SFG_L",522,-15.443738715146829,488
-1.2473062359025568,"PSMG_L_to_SOG_L",523,55.19639208816314,942
-1.2471989566490471,"PIns_L_to_Caud_L",524,9.103471531775808,645
-1.2456288301409426,"SFG_pole_L_to_SFG_L",525,-53.66442171062107,224
-1.2442383465145976,"Caud_L_to_IFG_opercularis_L",526,7.560910512702178,638
-1.2394783386155017,"PSTG_L_to_MTG_L_pole",527,-75.49359855680049,92
-1.2389344762948886,"PHG_L_to_MFG_DPFC_L",528,-60.65249429305069,174
-1.2386868965898334,"IFG_orbitalis_L_to_MFG_L",529,-41.88800814229837,323
-1.2355048875119072,"Put_L_to_SFG_L",530,-13.41797083462766,500
-1.233401187098119,"MOG_L_to_FuG_L",531,-32.33483725710927,378
-1.2331627377209369,"subgenual_ACC_L_to_MTG_L_pole",532,-36.73518361626664,353
-1.232666557591534,"subcallosal_ACC_L_to_MTG_L_pole",533,-58.27203061607836,188
-1.2281405105277543,"rostral_ACC_L_to_SMG_L",534,-65.88012968127798,139
-1.2222814360828391,"MTG_L_to_AG_L",535,-42.62754748260489,313
-1.2221135784535067,"Hippo_L_to_SFG_L",536,-9.607328469592861,528
-1.2214773699599801,"Cu_L_to_MTG_L",537,17.52674337257551,692
-1.2202831936241025,"MTG_L_pole_to_STG_L",538,44.1790230890787,869
-1.218127385725813,"MTG_L_pole_to_PrCu_L",539,19.090233595249433,707
-1.2176419167321157,"Caud_L_to_SFG_L",540,16.292592184864652,685
-1.2111740277199015,"PrCu_L_to_SFG_PFC_L",541,-35.74197434900088,359
-1.2087555220993833,"GP_L_to_SFG_PFC_L",542,-50.273801600477086,245
-1.1982960909688436,"GP_L_to_LG_L",543,-3.9502187162004176,564
-1.1954326899701189,"PSTG_L_to_SFG_PFC_L",544,-6.645564161886101,544
-1.1949108293831219,"PSMG_L_to_subcallosal_ACC_L",545,-66.87106894786186,133
-1.187274831305415,"LG_L_to_MTG_L_pole",546,24.007590825131153,741
-1.1861738088328575,"GP_L_to_Caud_L",547,11.65787217262099,661
-1.1827621749976986,"PHG_L_to_SFG_PFC_L",548,-23.123715668122355,438
-1.1819023545260703,"LFOG_L_to_SFG_L",549,47.841512575778275,896
-1.1797623092187408,"Amyg_L_to_LG_L",550,9.523477232828787,651
-1.1788163411605186,"MTG_L_pole_to_AG_L",551,-43.78146039218733,301
-1.1767470433666343,"Ins_L_to_MTG_L",552,21.523281896374836,723
-1.170969067107681,"FuG_L_to_MTG_L_pole",553,24.673623208096807,748
-1.1708635327937655,"rostral_ACC_L_to_STG_L_pole",554,-21.164845728653777,450
-1.1706696233034537,"Hippo_L_to_PoCG_L",555,-56.59739876941154,199
-1.1664916240975072,"PHG_L_to_SMG_L",556,13.012399657925572,668
-1.1664240862717117,"SPG_L_to_SFG_pole_L",557,-15.15722358645831,489
-1.1573335472804862,"dorsal_ACC_L_to_IFG_opercularis_L",558,-21.253249368647296,448
-1.155944911566928,"PSMG_L_to_PCC_L",559,10.734462537364593,658
-1.1505558428516962,"PSTG_L_to_dorsal_ACC_L",560,-29.2027381336782,400
-1.143391104110886,"Amyg_L_to_AG_L",561,-48.27243136977947,265
-1.1421311703638102,"FuG_L_to_LFOG_L",562,9.136865182182563,646
-1.1344738009422597,"Amyg_L_to_SPG_L",563,5.155041643823228,618
-1.1342194289088923,"PIns_L_to_PrCu_L",564,22.96995952546705,733
-1.1317258840866664,"Thal_L_to_AG_L",565,-2.532959833897872,575
-1.1287575835434789,"MOG_L_to_STG_L_pole",566,55.8227506399017,943
-1.1233360030638566,"subgenual_ACC_L_to_STG_L_pole",567,-48.50579327917118,263
-1.119307433174654,"Hippo_L_to_PCC_L",568,-54.318144647038714,214
-1.1177676956316478,"Put_L_to_Caud_L",569,8.788800895620543,644
-1.1143221420158753,"PrCG_L_to_SFG_L",570,-52.68083501145908,229
-1.112603998943999,"PHG_L_to_MFG_L",571,-16.683955464145885,482
-1.106716879489525,"PIns_L_to_MTG_L_pole",572,36.33728133050168,820
-1.0974361880892136,"PSTG_L_to_GP_L",573,-38.480528089732644,342
-1.0963604812140904,"RG_L_to_SFG_pole_L",574,-18.048030765691916,475
-1.0926740207456784,"MTG_L_to_LFOG_L",575,-5.586995675972757,557
-1.0902208479589552,"subcallosal_ACC_L_to_PHG_L",576,-57.639003351918845,190
-1.0803070819907419,"PrCu_L_to_SMG_L",577,-20.784921552923368,452
-1.0785831434287414,"Ins_L_to_ITG_L",578,16.38468822652919,687
-1.0757896074964963,"PSTG_L_to_Amyg_L",579,-56.80438267017287,197
-1.0715152683481972,"dorsal_ACC_L_to_MTG_L",580,8.560851615093974,641
-1.070953028475701,"Hippo_L_to_Ins_L",581,-5.60998999826367,555
-1.0675894112869069,"subcallosal_ACC_L_to_IOG_L",582,-64.39701606982767,153
-1.0597263419565526,"SPG_L_to_PoCG_L",583,-9.276092491045938,531
-1.0551473829791678,"PSIG_L_to_subcallosal_ACC_L",584,-63.09136056055661,159
-1.0541076875468232,"PSTG_L_to_subcallosal_ACC_L",585,-55.60613798952571,207
-1.048453875385196,"GP_L_to_AG_L",586,34.836588116275195,809
-1.0475843242794705,"Hippo_L_to_MOG_L",587,-31.08582940545116,388
-1.0471878028909014,"ITG_L_to_MTG_L_pole",588,22.779500620594714,731
-1.04523353657679,"subgenual_ACC_L_to_SPG_L",589,-11.915996095758366,508
-1.0446210503516111,"Amyg_L_to_PoCG_L",590,-52.96254353742096,227
-1.0408040804457426,"STG_L_pole_to_SFG_L",591,-44.52932474680561,295
-1.0317819166458015,"LG_L_to_ITG_L",592,24.141242748373724,743
-1.0294512833433291,"STG_L_pole_to_SPG_L",593,28.035402362031256,766
-1.0275165881383281,"MTG_L_to_STG_L_pole",594,34.06942566481185,803
-1.0261993902786914,"MTG_L_pole_to_SPG_L",595,10.967029946246774,659
-1.0155713090266312,"Cu_L_to_SOG_L",596,39.474868694469244,840
-1.0017839455521687,"STG_L_pole_to_MFOG_L",597,-12.15138170632467,505
-0.9945437926947095,"Put_L_to_PHG_L",598,-6.077334267977342,553
-0.9928197024934259,"Amyg_L_to_Cu_L",599,34.04440942831512,802
-0.9877838018036933,"Hippo_L_to_ITG_L",600,30.159533481542645,781
-0.9849378133516316,"ENT_L_to_SMG_L",601,-49.92054056315918,250
-0.9849378133516314,"ENT_L_to_SFG_L",602,-49.92054056315917,251
-0.9825568414453127,"MOG_L_to_MTG_L_pole",603,47.72527777680422,894
-0.980150601171567,"rostral_ACC_L_to_FuG_L",604,30.941654800556748,785
-0.9801133956903498,"PSMG_L_to_Amyg_L",605,-14.178053744595223,495
-0.9793609627716722,"ENT_L_to_PrCG_L",606,-48.96422779261796,260
-0.9780920939711905,"Put_L_to_MFG_L",607,25.81998439367437,759
-0.9779692323644527,"dorsal_ACC_L_to_SMG_L",608,-32.9567715403865,374
-0.9748234705586784,"Hippo_L_to_subcallosal_ACC_L",609,-38.85211530504424,339
-0.9707124213786047,"GP_L_to_SMG_L",610,-34.6240036957091,362
-0.9694815582096102,"PCC_L_to_AG_L",611,-17.631922088891102,476
-0.9665003090781236,"subcallosal_ACC_L_to_SMG_L",612,-51.39765983453147,237
-0.9658190746425394,"PIns_L_to_IFG_triangularis_L",613,45.454923158138826,877
-0.9657227021081352,"LG_L_to_STG_L_pole",614,37.858229120548,831
-0.9604261323380616,"GP_L_to_PoCG_L",615,-39.56204631306014,334
-0.9591890068525251,"FuG_L_to_ITG_L",616,70.48334116303224,997
-0.9565143527950433,"GP_L_to_SFG_pole_L",617,-42.09507493058089,322
-0.9558621719348077,"PoCG_L_to_RG_L",618,-30.37346165235737,390
-0.9540962373238862,"PCC_L_to_STG_L",619,1.2093922186808428,595
-0.9538510904476535,"PSIG_L_to_RG_L",620,-20.27286953790584,457
-0.9529736695826381,"Hippo_L_to_MTG_L",621,41.552393925509186,852
-0.9527212254467594,"Put_L_to_SFG_PFC_L",622,-12.676245281206933,504
-0.9497375768009995,"STG_L_pole_to_RG_L",623,-29.647948481357936,393
-0.9476313563460306,"Hippo_L_to_Amyg_L",624,1.7745564066661423,600
-0.9416569395252914,"PSIG_L_to_SOG_L",625,57.33179224850769,950
-0.94129063791734,"PSMG_L_to_Hippo_L",626,17.998140541446727,697
-0.9393705355344221,"GP_L_to_PHG_L",627,23.047251812385245,734
-0.93386676239869,"SOG_L_to_FuG_L",628,-10.315112071976863,523
-0.9316095606392318,"PSMG_L_to_Cu_L",629,-18.810369001982743,467
-0.9314180728157102,"PCC_L_to_SMG_L",630,-55.81195213550879,204
-0.9270888555106023,"STG_L_to_SFG_PFC_L",631,15.394250555904872,679
-0.9240340530109783,"RG_L_to_MFG_DPFC_L",632,10.141797014800467,654
-0.9235832924459337,"subgenual_ACC_L_to_Cu_L",633,-10.981143416547686,520
-0.9221622648570156,"MTG_L_to_PrCu_L",634,27.22068181507843,763
-0.9202461838139416,"Ins_L_to_FuG_L",635,-11.775545380928293,511
-0.9191390637901312,"MFOG_L_to_IFG_opercularis_L",636,27.76758270515865,765
-0.9188423226713455,"Hippo_L_to_RG_L",637,9.72554289896108,652
-0.9178407093114261,"PSIG_L_to_MTG_L",638,-49.097784261500706,257
-0.9112189975560853,"Caud_L_to_LFOG_L",639,60.64896040112042,962
-0.9092105129768344,"PIns_L_to_subcallosal_ACC_L",640,-51.36486014726173,238
-0.9022610758694494,"dorsal_ACC_L_to_SOG_L",641,-37.43355643638901,348
-0.8993228073415437,"PSIG_L_to_PrCu_L",642,30.87437918228651,784
-0.8947901369327496,"MFG_DPFC_L_to_SFG_pole_L",643,-49.49058624281285,254
-0.8828114221278166,"PSMG_L_to_PIns_L",644,5.7555856941520025,623
-0.8827367580488867,"SOG_L_to_SPG_L",645,-13.510832440041753,498
-0.8803161372872214,"Put_L_to_PrCu_L",646,48.57101998734329,904
-0.8801986292867499,"PSMG_L_to_PrCu_L",647,32.174260522207014,791
-0.8768902876921496,"ENT_L_to_AG_L",648,-32.50280841657764,376
-0.8575638960946032,"subcallosal_ACC_L_to_FuG_L",649,-55.427203464754264,208
-0.8566062329657754,"Put_L_to_Amyg_L",650,-23.523694666979907,437
-0.8548673246851476,"subcallosal_ACC_L_to_SOG_L",651,-53.82254055250386,223
-0.8524408379205002,"GP_L_to_RG_L",652,-19.83542319107686,459
-0.8509532158117583,"subcallosal_ACC_L_to_AG_L",653,-14.07931560028807,496
-0.8499984221412494,"Cu_L_to_STG_L_pole",654,48.16328782185837,898
-0.8468868870543763,"Hippo_L_to_PrCu_L",655,-12.78607707177522,502
-0.8322121311969083,"Put_L_to_SPG_L",656,41.49350365033205,851
-0.8314581060908428,"PSIG_L_to_Cu_L",657,-12.708540163640327,503
-0.8254256259363161,"PHG_L_to_LFOG_L",658,-2.5428649359110786,574
-0.8226891253480214,"subcallosal_ACC_L_to_LFOG_L",659,-49.93443350845475,249
-0.8206162560467646,"STG_L_pole_to_STG_L",660,63.79841728898287,978
-0.8069499280648746,"PSIG_L_to_PCC_L",661,22.881323054376534,732
-0.8038584872302531,"GP_L_to_Amyg_L",662,-7.482472370517003,542
-0.8014724981742146,"PrCu_L_to_SPG_L",663,-3.1028827591137054,571
-0.8009867901370954,"Thal_L_to_STG_L_pole",664,35.92057787939731,817
-0.8009411472700045,"PoCG_L_to_SFG_PFC_L",665,-42.17220519483311,319
-0.8000023565152257,"PIns_L_to_LFOG_L",666,-0.27829863539537697,585
-0.7985651556095702,"MOG_L_to_ITG_L",667,58.01114318921648,954
-0.7982479491417717,"PSMG_L_to_MTG_L_pole",668,-3.4105807713904404,569
-0.7947493957972739,"Hippo_L_to_STG_L",669,50.617498950963984,916
-0.79264967983144,"subcallosal_ACC_L_to_RG_L",670,-20.602501207959712,453
-0.788772469698141,"PSMG_L_to_GP_L",671,24.66944795688666,747
-0.7797379812192459,"Thal_L_to_PoCG_L",672,-76.84714786889437,81
-0.7770118184667587,"PIns_L_to_ITG_L",673,21.23842523581168,720
-0.7708834298196322,"PSIG_L_to_IOG_L",674,1.1954564278540916,594
-0.7708242787494859,"Caud_L_to_subcallosal_ACC_L",675,-55.70410528666495,205
-0.7707855849959306,"subcallosal_ACC_L_to_MOG_L",676,-59.44966034975773,181
-0.7531544260591585,"STG_L_pole_to_LFOG_L",677,-26.458734977951668,422
-0.7480191876564583,"MTG_L_pole_to_RG_L",678,0.5345310725199758,589
-0.7463002388737409,"Hippo_L_to_Cu_L",679,-6.192210206282628,552
-0.7438493541312756,"dorsal_ACC_L_to_PoCG_L",680,6.661694850044676,632
-0.7351099688984717,"subgenual_ACC_L_to_AG_L",681,-9.938831414628988,527
-0.7325438524904505,"GP_L_to_subcallosal_ACC_L",682,-43.71496243431102,302
-0.7320954778053789,"Ins_L_to_SFG_L",683,8.599222424366047,642
-0.7288276174643015,"PSTG_L_to_ENT_L",684,-41.03619453150011,327
-0.7217960714259584,"Hippo_L_to_LG_L",685,-3.7970089600067394,567
-0.7193272878117847,"PHG_L_to_SFG_pole_L",686,-37.259676104737586,349
-0.7168455973679656,"MTG_L_to_SFG_PFC_L",687,17.551061696637614,694
-0.7155713699721462,"subcallosal_ACC_L_to_IFG_orbitalis_L",688,55.02433772819323,941
-0.712529740757386,"GP_L_to_ITG_L",689,49.30515878474201,909
-0.7074505185881382,"IOG_L_to_PHG_L",690,12.44006813638476,666
-0.7004386957520479,"MOG_L_to_SFG_L",691,35.71664043126486,814
-0.6888136270460157,"subgenual_ACC_L_to_MOG_L",692,3.134927384885263,604
-0.6873287225285691,"Ins_L_to_PrCG_L",693,-6.326228202859708,550
-0.6858515054730299,"STG_L_to_MFG_DPFC_L",694,24.011666726369587,742
-0.6851070333966465,"PSMG_L_to_STG_L_pole",695,43.60558677625269,865
-0.682606594594564,"Thal_L_to_STG_L",696,33.858595334266695,801
-0.678297544478243,"subgenual_ACC_L_to_ITG_L",697,-21.243252169280062,449
-0.6703568933604596,"GP_L_to_Hippo_L",698,46.31893332404702,882
-0.668969585641822,"subgenual_ACC_L_to_SMG_L",699,-29.70698463544458,392
-0.6589587984065524,"RG_L_to_MFG_L",700,33.7298997185622,800
